"ID","description","item2TypeId","objectModel","objectModelL","objectTexture0","objectTexture1","modelTextureIdObject00","modelTextureIdObject01","skinnedModel","skinnedModelL","skinnedTexture0","skinnedTexture1","modelTextureIdSkinned00","modelTextureIdSkinned01","attachedModel","modelAttachmentIdAttached","attachedTexture0","attachedTexture1","modelTextureIdAttached00","modelTextureIdAttached01","componentRegionFlags","componentPriority","skinMaskMap","skinColorMap","skinNormalMap","skinDyeMap","armorMaskMap","armorColorMap","armorNormalMap","armorDyeMap","modelMeshId00","modelMeshId01","modelMeshId02","modelMeshId03","soundImpactDescriptionId","ItemVisualTypeId","soundReplaceDescriptionId","itemColorSetId","dyeChannelFlags","modelPoseId","modelPoseBlend","shaderPreset00","shaderPreset01"
4835,"CHR_Draken_F_Face_Green_07",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_07.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Green_07_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_07_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4836,"CHR_Draken_F_Face_Pale_01",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_01.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Pale_01_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_Pale_01_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4837,"CHR_Draken_F_Face_Pale_02",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_02.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Pale_02_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_Pale_02_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4838,"CHR_Draken_F_Face_Pale_03",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_03.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Pale_03_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_Pale_03_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4839,"CHR_Draken_F_Face_Pale_04",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_04.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Pale_04_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_Pale_04_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4840,"CHR_Draken_F_Face_Pale_05",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_05.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Pale_05_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_Pale_05_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4841,"CHR_Draken_F_Face_Pale_06",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_06.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Pale_06_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_Pale_06_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4842,"CHR_Draken_F_Face_Pale_07",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_07.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Pale_07_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_Pale_07_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"CHR_Draken_F_Face_Pink_01",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_01.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Pink_01_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_01_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4844,"CHR_Draken_F_Face_Pink_02",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_02.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Pink_02_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_02_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4845,"CHR_Draken_F_Face_Pink_03",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_03.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Pink_03_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_03_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4846,"CHR_Draken_F_Face_Pink_04",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_04.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Pink_04_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_04_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4847,"CHR_Draken_F_Face_Pink_05",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_05.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Pink_05_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_05_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4848,"CHR_Draken_F_Face_Pink_06",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_06.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Pink_06_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_06_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4849,"CHR_Draken_F_Face_Pink_07",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_07.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Pink_07_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_07_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4850,"CHR_Draken_F_Face_Purple_01",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_01.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Purple_01_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_01_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4851,"CHR_Draken_F_Face_Purple_02",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_02.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Purple_02_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_02_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4852,"CHR_Draken_F_Face_Purple_03",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_03.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Purple_03_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_03_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4853,"CHR_Draken_F_Face_Purple_04",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_04.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Purple_04_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_04_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4854,"CHR_Draken_F_Face_Purple_05",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_05.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Purple_05_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_05_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4855,"CHR_Draken_F_Face_Purple_06",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_06.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Purple_06_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_06_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4856,"CHR_Draken_F_Face_Purple_07",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_07.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Purple_07_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_07_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4857,"CHR_Draken_F_Face_White_01",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_01.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_White_01_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_01_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4858,"CHR_Draken_F_Face_White_02",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_02.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_White_02_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_02_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4859,"CHR_Draken_F_Face_White_03",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_03.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_White_03_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_03_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4860,"CHR_Draken_F_Face_White_04",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_04.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_White_04_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_04_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4861,"CHR_Draken_F_Face_White_05",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_05.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_White_05_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_05_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4862,"CHR_Draken_F_Face_White_06",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_06.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_White_06_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_06_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4863,"CHR_Draken_F_Face_White_07",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_07.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_White_07_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_07_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4864,"AMR_Defiance_Explorer_000_Chest",1,"","","","",0,0,"Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_000_Chest.M3","","","",0,0,"",0,"","",0,0,6586368,110,"","","","","","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Color.tex","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Normal.tex","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4865,"AMR_Defiance_Explorer_000_Shoulders",4,"","","","",0,0,"Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_000_Shoulders.M3","","","",0,0,"",0,"","",0,0,131072,110,"","","","","","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Color.tex","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Normal.tex","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4866,"AMR_Defiance_Explorer_000_Pants",2,"","","","",0,0,"Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_000_Pants.M3","","","",0,0,"",0,"","",0,0,524288,110,"","","","","","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Color.tex","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Normal.tex","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Dye.tex",0,0,0,0,0,0,0,0,2,0,0,0,0
4867,"AMR_Defiance_Explorer_000_Gloves",6,"","","","",0,0,"Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_000_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,110,"","","","","","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Color.tex","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Normal.tex","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4868,"AMR_Defiance_Explorer_000_Boots",5,"","","","",0,0,"Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_000_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Color.tex","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Normal.tex","Art\Item\Armor\Defiance\Explorer_000\AMR_Defiance_Explorer_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4869,"WPN_Rifle2H_DreggCrossbow_000",204,"Art\Item\Weapon\Rifle_2H\Dregg\WPN_Rifle2H_DreggCrossbow_000.m3","","","",0,0,"","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",166,170,0,0,21,0,0,0,0,0,0,0,0
4870,"AMR_TopHat_000",186,"","","","",0,0,"Art\Item\Armor\Helm\TopHat\AMR_Helm_TopHat_000_Head.M3","","","",0,0,"",0,"","",0,0,1114112,110,"","","","","","Art\Item\Armor\Helm\TopHat\AMR_TopHat_000_Color.tex","Art\Item\Armor\Helm\TopHat\AMR_TopHat_000_Normal.tex","Art\Item\Armor\Helm\TopHat\AMR_TopHat_000_Dye.tex",0,124,0,0,0,0,0,0,7,0,0,0,0
4871,"AMR_NPC_Artemis_Zin_Chest",184,"","","","",0,0,"Art\Item\Armor\NPC\Artemis_Zin\AMR_NPC_Artemis_Zin_Chest.M3","","","",0,0,"",0,"","",0,0,2392064,110,"","","","","","Art\Item\Armor\NPC\Artemis_Zin\AMR_Artemis_Zin_Color.tex","Art\Item\Armor\NPC\Artemis_Zin\AMR_Artemis_Zin_Normal.tex","",0,0,0,0,0,0,0,0,0,0,0,0,0
4872,"AMR_NPC_Artemis_Zin_Boots",188,"","","","",0,0,"Art\Item\Armor\NPC\Artemis_Zin\AMR_NPC_Artemis_Zin_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\NPC\Artemis_Zin\AMR_Artemis_Zin_Color.tex","Art\Item\Armor\NPC\Artemis_Zin\AMR_Artemis_Zin_Normal.tex","",0,0,0,0,0,0,0,0,0,0,0,0,0
4873,"AMR_NPC_Artemis_Zin_Gloves",189,"","","","",0,0,"Art\Item\Armor\NPC\Artemis_Zin\AMR_NPC_Artemis_Zin_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,110,"","","","","","Art\Item\Armor\NPC\Artemis_Zin\AMR_Artemis_Zin_Color.tex","Art\Item\Armor\NPC\Artemis_Zin\AMR_Artemis_Zin_Normal.tex","",0,0,0,0,0,0,0,0,0,0,0,0,0
4874,"AMR_NPC_Artemis_Zin_Head",186,"","","","",0,0,"Art\Item\Armor\NPC\Artemis_Zin\AMR_NPC_Artemis_Zin_Head.M3","","","",0,0,"",0,"","",0,0,1048576,110,"","","","","","Art\Item\Armor\NPC\Artemis_Zin\AMR_Artemis_Zin_Color.tex","Art\Item\Armor\NPC\Artemis_Zin\AMR_Artemis_Zin_Normal.tex","",0,0,0,0,0,0,0,0,0,0,0,0,0
4875,"AMR_NPC_Artemis_Zin_Pants",185,"","","","",0,0,"Art\Item\Armor\NPC\Artemis_Zin\AMR_NPC_Artemis_Zin_Pants.M3","","","",0,0,"",0,"","",0,0,524288,110,"","","","","","Art\Item\Armor\NPC\Artemis_Zin\AMR_Artemis_Zin_Color.tex","Art\Item\Armor\NPC\Artemis_Zin\AMR_Artemis_Zin_Normal.tex","",0,0,0,0,0,0,0,0,0,0,0,0,0
4876,"AMR_NPC_Luminai_000_Chest",184,"","","","",0,0,"Art\Item\Armor\NPC\Luminai_000\AMR_NPC_Luminai_000_Chest.M3","","","",0,0,"",0,"","",0,0,2393022,110,"","Art\Item\Armor\NPC\Luminai_000\CHR_Luminai_000_Color.tex","Art\Item\Armor\NPC\Luminai_000\CHR_Luminai_000_Normal.tex","","","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Color.tex","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Normal.tex","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4877,"AMR_NPC_Luminai_000_Boots",188,"","","","",0,0,"Art\Item\Armor\NPC\Luminai_000\AMR_NPC_Luminai_000_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Color.tex","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Normal.tex","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Dye.tex",0,0,0,0,0,0,0,0,5,0,0,0,0
4878,"AMR_NPC_Luminai_000_Gloves",189,"","","","",0,0,"Art\Item\Armor\NPC\Luminai_000\AMR_NPC_Luminai_000_Gloves.M3","","","",0,0,"",0,"","",0,0,8388736,110,"","Art\Item\Armor\NPC\Luminai_000\CHR_Luminai_000_Color.tex","Art\Item\Armor\NPC\Luminai_000\CHR_Luminai_000_Normal.tex","","","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Color.tex","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Normal.tex","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4879,"AMR_NPC_Luminai_000_Head",186,"","","","",0,0,"Art\Item\Armor\NPC\Luminai_000\AMR_NPC_Luminai_000_Head.M3","","","",0,0,"",0,"","",0,0,1048576,110,"","","","","","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Color.tex","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Normal.tex","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Dye.tex",0,0,0,0,0,0,0,0,5,0,0,0,0
4880,"AMR_NPC_Luminai_000_Pants",185,"","","","",0,0,"Art\Item\Armor\NPC\Luminai_000\AMR_NPC_Luminai_000_Pants.M3","","","",0,0,"",0,"","",0,0,524288,110,"","","","","","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Color.tex","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Normal.tex","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Dye.tex",0,0,0,0,0,0,0,0,6,0,0,0,0
4881,"AMR_NPC_Luminai_000_Shoulders",187,"","","","",0,0,"Art\Item\Armor\NPC\Luminai_000\AMR_NPC_Luminai_000_Shoulders.M3","","","",0,0,"",0,"","",0,0,131072,110,"","","","","","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Color.tex","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Normal.tex","Art\Item\Armor\NPC\Luminai_000\AMR_Luminai_000_Dye.tex",0,0,0,0,0,0,0,0,3,0,0,0,0
4883,"OUTFIT_SkeleDroid",184,"","","","",0,0,"Art\Item\Armor\Outfit\Skeledroid_000\AMR_outfit_Skeledroid_000_chest.M3","","","",0,0,"",0,"","",0,0,33521664,110,"","","","","","Art\Item\Armor\Outfit\Skeleton_000\Skeleton_000_Color.tex","Art\Item\Armor\Outfit\Skeleton_000\Skeleton_000_Normal.tex","",0,0,0,0,0,0,0,0,0,0,0,0,0
4884,"AMR_NPC_Mondo_Zax_Chest",184,"","","","",0,0,"Art\Item\Armor\NPC\Mondo_Zax\AMR_NPC_Mondo_Zax_Chest.M3","","","",0,0,"",0,"","",0,0,2392064,110,"","","","","","Art\Item\Armor\NPC\Mondo_Zax\AMR_Mondo_Zax_Color.tex","Art\Item\Armor\NPC\Mondo_Zax\AMR_Mondo_Zax_Normal.tex","",0,0,0,0,0,0,0,0,0,0,0,0,0
4885,"AMR_NPC_Mondo_Zax_Boots",188,"","","","",0,0,"Art\Item\Armor\NPC\Mondo_Zax\AMR_NPC_Mondo_Zax_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\NPC\Mondo_Zax\AMR_Mondo_Zax_Color.tex","Art\Item\Armor\NPC\Mondo_Zax\AMR_Mondo_Zax_Normal.tex","",0,0,0,0,0,0,0,0,0,0,0,0,0
4886,"AMR_NPC_Mondo_Zax_Gloves",189,"","","","",0,0,"Art\Item\Armor\NPC\Mondo_Zax\AMR_NPC_Mondo_Zax_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,110,"","","","","","Art\Item\Armor\NPC\Mondo_Zax\AMR_Mondo_Zax_Color.tex","Art\Item\Armor\NPC\Mondo_Zax\AMR_Mondo_Zax_Normal.tex","",0,0,0,0,0,0,0,0,0,0,0,0,0
4887,"AMR_NPC_Mondo_Zax_Head",186,"","","","",0,0,"Art\Item\Armor\NPC\Mondo_Zax\AMR_NPC_Mondo_Zax_Head.M3","","","",0,0,"",0,"","",0,0,33521664,110,"","","","","","Art\Item\Armor\NPC\Mondo_Zax\AMR_Mondo_Zax_Color.tex","Art\Item\Armor\NPC\Mondo_Zax\AMR_Mondo_Zax_Normal.tex","",0,0,0,0,0,0,0,0,0,0,0,0,0
4888,"AMR_NPC_Mondo_Zax_Pants",185,"","","","",0,0,"Art\Item\Armor\NPC\Mondo_Zax\AMR_NPC_Mondo_Zax_Pants.M3","","","",0,0,"",0,"","",0,0,524288,110,"","","","","","Art\Item\Armor\NPC\Mondo_Zax\AMR_Mondo_Zax_Color.tex","Art\Item\Armor\NPC\Mondo_Zax\AMR_Mondo_Zax_Normal.tex","",0,0,0,0,0,0,0,0,0,0,0,0,0
4889,"AMR_NPC_Mondo_Zax_Shoulders",187,"","","","",0,0,"Art\Item\Armor\NPC\Mondo_Zax\AMR_NPC_Mondo_Zax_Shoulders.M3","","","",0,0,"",0,"","",0,0,131072,110,"","","","","","Art\Item\Armor\NPC\Mondo_Zax\AMR_Mondo_Zax_Color.tex","Art\Item\Armor\NPC\Mondo_Zax\AMR_Mondo_Zax_Normal.tex","",0,0,0,0,0,0,0,0,0,0,0,0,0
4890,"CHR_Mechari_F_Eye_Red_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,424,10,"Art\Character\Mechari\Female\Textures\CHR_Eye_Mechari_F_Mask.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01_Mechari_F_Color.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01_Mechari_F_Normal.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01_Mechari_F_Dye.tex","","","","",0,0,0,0,0,0,0,26,0,0,0,0,0
4891,"WPN_D_Sword2H_Generic_020",51,"Art\Item\Weapon\Sword_2Hand\Sword_2H_020\WPN_Sword2H_Generic_020.m3","","Art\Item\Weapon\Sword_2Hand\Sword_2H_020\WPN_Sword_2H_020_color.tex","Art\Item\Weapon\Sword_2Hand\Sword_2H_020\WPN_Sword_2H_020_Normal.tex",3,4,"","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",166,170,0,0,1,0,0,0,0,0,0,0,0
4892,"CHR_Mechari_F_Eye_Blue_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,424,10,"Art\Character\Mechari\Female\Textures\CHR_Eye_Mechari_F_Mask.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01_Mechari_F_Color.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01_Mechari_F_Normal.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01_Mechari_F_Dye.tex","","","","",0,0,0,0,0,0,0,15,0,0,0,0,0
4893,"CHR_Mechari_F_Eye_Black_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,424,10,"Art\Character\Mechari\Female\Textures\CHR_Eye_Mechari_F_Mask.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01_Mechari_F_Color.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01_Mechari_F_Normal.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01_Mechari_F_Dye.tex","","","","",0,0,0,0,0,0,0,22,0,0,0,0,0
4894,"CHR_Mechari_F_Eye_Green_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,424,10,"Art\Character\Mechari\Female\Textures\CHR_Eye_Mechari_F_Mask.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01_Mechari_F_Color.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01_Mechari_F_Normal.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01B_Mechari_F_Dye.tex","","","","",0,0,0,0,0,0,0,18,0,0,0,0,0
4895,"CHR_Mechari_F_Eye_Default_Invert_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,424,10,"Art\Character\Mechari\Female\Textures\CHR_Eye_Mechari_F_Mask.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01_Mechari_F_Color.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01B_Normal.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01B_Mechari_F_Dye.tex","","","","",0,0,0,0,0,0,0,14,0,0,0,0,0
4896,"CHR_Mechari_F_Eye_Turquoise_Invert_01",64,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,424,10,"Art\Character\Mechari\Female\Textures\CHR_Eye_Mechari_F_Mask.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01_Mechari_F_Color.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01B_Normal.tex","Art\Character\Mechari\Female\Textures\CHR_Eye_01B_Mechari_F_Dye.tex","","","","",0,0,0,0,0,0,0,17,0,0,0,0,0
